ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,symbol
2026-06-01 09:30:06.464166615-04:00,2026-06-01 13:30:06.463961863+00:00,0,2,38,T,N,0,309.0,50,0,204752,52209398,AAPL
2026-06-01 09:30:06.464166615-04:00,2026-06-01 13:30:06.463961863+00:00,0,2,38,T,N,0,309.0,1,0,204752,52209399,AAPL
2026-06-01 09:30:06.464166615-04:00,2026-06-01 13:30:06.463961863+00:00,0,2,38,T,N,0,309.0,20,128,204752,52209400,AAPL
2026-06-01 09:30:06.464174218-04:00,2026-06-01 13:30:06.463961863+00:00,0,2,38,T,N,0,309.0,1,0,212355,52209401,AAPL
2026-06-01 09:30:06.464174218-04:00,2026-06-01 13:30:06.463961863+00:00,0,2,38,T,N,0,309.0,100,0,212355,52209402,AAPL
2026-06-01 09:30:06.464174218-04:00,2026-06-01 13:30:06.463961863+00:00,0,2,38,T,N,0,309.0,16,0,212355,52209403,AAPL
2026-06-01 09:30:06.464174218-04:00,2026-06-01 13:30:06.463961863+00:00,0,2,38,T,N,0,309.0,12,0,212355,52209404,AAPL
2026-06-01 09:30:06.464174218-04:00,2026-06-01 13:30:06.463961863+00:00,0,2,38,T,A,0,309.0,1,0,212355,52209405,AAPL
2026-06-01 09:30:06.464174218-04:00,2026-06-01 13:30:06.463961863+00:00,0,2,38,T,N,0,309.0,1000,0,212355,52209406,AAPL
2026-06-01 09:30:06.464174218-04:00,2026-06-01 13:30:06.463961863+00:00,0,2,38,T,N,0,309.0,5,0,212355,52209407,AAPL
2026-06-01 09:30:06.464174218-04:00,2026-06-01 13:30:06.463961863+00:00,0,2,38,T,N,0,309.0,1,0,212355,52209408,AAPL
2026-06-01 09:30:06.464174218-04:00,2026-06-01 13:30:06.463961863+00:00,0,2,38,T,N,0,309.0,1,0,212355,52209409,AAPL
2026-06-01 09:30:06.464174218-04:00,2026-06-01 13:30:06.463961863+00:00,0,2,38,T,N,0,309.0,21,0,212355,52209410,AAPL
2026-06-01 09:30:06.464174218-04:00,2026-06-01 13:30:06.463961863+00:00,0,2,38,T,N,0,309.0,1,0,212355,52209411,AAPL
2026-06-01 09:30:06.464174218-04:00,2026-06-01 13:30:06.463961863+00:00,0,2,38,T,A,0,309.0,8,0,212355,52209412,AAPL
2026-06-01 09:30:06.464174218-04:00,2026-06-01 13:30:06.463961863+00:00,0,2,38,T,N,0,309.0,31,0,212355,52209413,AAPL
2026-06-01 09:30:06.464174218-04:00,2026-06-01 13:30:06.463961863+00:00,0,2,38,T,N,0,309.0,250,0,212355,52209414,AAPL
2026-06-01 09:30:06.464174218-04:00,2026-06-01 13:30:06.463961863+00:00,0,2,38,T,N,0,309.0,341,128,212355,52209415,AAPL
2026-06-01 09:30:06.464179030-04:00,2026-06-01 13:30:06.463961863+00:00,0,2,38,T,N,0,309.0,3,0,217167,52209416,AAPL
2026-06-01 09:30:06.464179030-04:00,2026-06-01 13:30:06.463961863+00:00,0,2,38,T,N,0,309.0,1,0,217167,52209417,AAPL
2026-06-01 09:30:06.464179030-04:00,2026-06-01 13:30:06.463961863+00:00,0,2,38,T,N,0,309.0,10,0,217167,52209418,AAPL
2026-06-01 09:30:06.464179030-04:00,2026-06-01 13:30:06.463961863+00:00,0,2,38,T,N,0,309.0,1,0,217167,52209419,AAPL
2026-06-01 09:30:06.464179030-04:00,2026-06-01 13:30:06.463961863+00:00,0,2,38,T,N,0,309.0,5,0,217167,52209420,AAPL
2026-06-01 09:30:06.464179030-04:00,2026-06-01 13:30:06.463961863+00:00,0,2,38,T,N,0,309.0,1,0,217167,52209421,AAPL
2026-06-01 09:30:06.464179030-04:00,2026-06-01 13:30:06.463961863+00:00,0,2,38,T,N,0,309.0,1,128,217167,52209422,AAPL
2026-06-01 09:30:06.464185025-04:00,2026-06-01 13:30:06.464008665+00:00,0,2,38,T,N,0,309.0,4,0,176360,52209436,AAPL
2026-06-01 09:30:06.464185025-04:00,2026-06-01 13:30:06.464008665+00:00,0,2,38,T,A,0,309.0,1,0,176360,52209437,AAPL
2026-06-01 09:30:06.464185025-04:00,2026-06-01 13:30:06.464008665+00:00,0,2,38,T,A,0,309.0,100,0,176360,52209438,AAPL
2026-06-01 09:30:06.464185025-04:00,2026-06-01 13:30:06.464008665+00:00,0,2,38,T,N,0,309.0,1,128,176360,52209439,AAPL
2026-06-01 09:30:06.464192758-04:00,2026-06-01 13:30:06.464008665+00:00,0,2,38,T,N,0,309.0,1,0,184093,52209440,AAPL
2026-06-01 09:30:06.464192758-04:00,2026-06-01 13:30:06.464008665+00:00,0,2,38,T,N,0,309.0,8,0,184093,52209441,AAPL
2026-06-01 09:30:06.464192758-04:00,2026-06-01 13:30:06.464008665+00:00,0,2,38,T,N,0,309.0,100,0,184093,52209442,AAPL
2026-06-01 09:30:06.464192758-04:00,2026-06-01 13:30:06.464008665+00:00,0,2,38,T,N,0,309.0,4,0,184093,52209443,AAPL
2026-06-01 09:30:06.464192758-04:00,2026-06-01 13:30:06.464008665+00:00,0,2,38,T,A,0,309.0,14,0,184093,52209444,AAPL
2026-06-01 09:30:06.464192758-04:00,2026-06-01 13:30:06.464008665+00:00,0,2,38,T,N,0,309.0,1,0,184093,52209445,AAPL
2026-06-01 09:30:06.464192758-04:00,2026-06-01 13:30:06.464008665+00:00,0,2,38,T,N,0,309.0,10,0,184093,52209446,AAPL
