ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,bid_ct_00,ask_ct_00,bid_px_01,ask_px_01,bid_sz_01,ask_sz_01,bid_ct_01,ask_ct_01,bid_px_02,ask_px_02,bid_sz_02,ask_sz_02,bid_ct_02,ask_ct_02,bid_px_03,ask_px_03,bid_sz_03,ask_sz_03,bid_ct_03,ask_ct_03,bid_px_04,ask_px_04,bid_sz_04,ask_sz_04,bid_ct_04,ask_ct_04,bid_px_05,ask_px_05,bid_sz_05,ask_sz_05,bid_ct_05,ask_ct_05,bid_px_06,ask_px_06,bid_sz_06,ask_sz_06,bid_ct_06,ask_ct_06,bid_px_07,ask_px_07,bid_sz_07,ask_sz_07,bid_ct_07,ask_ct_07,bid_px_08,ask_px_08,bid_sz_08,ask_sz_08,bid_ct_08,ask_ct_08,bid_px_09,ask_px_09,bid_sz_09,ask_sz_09,bid_ct_09,ask_ct_09,symbol
2026-06-01 09:30:00.087360315-04:00,2026-06-01 13:30:00.087190668+00:00,10,2,38,A,B,7,308.96,40,128,169647,49521228,309.2,309.88,5,30,3,1,309.15,309.94,50,16,1,1,309.07,309.98,1,39,1,1,309.05,310.1,10,5,1,1,309.03,310.17,200,30,1,1,309.0,310.19,859,300,32,1,308.99,310.2,30,1,1,1,308.96,310.25,40,500,1,1,308.95,310.29,16,19,1,2,308.94,310.3,2,9,2,1,AAPL
2026-06-01 09:30:00.087362980-04:00,2026-06-01 13:30:00.087192056+00:00,10,2,38,A,B,7,308.96,40,128,170924,49521229,309.2,309.88,5,30,3,1,309.15,309.94,50,16,1,1,309.07,309.98,1,39,1,1,309.05,310.1,10,5,1,1,309.03,310.17,200,30,1,1,309.0,310.19,859,300,32,1,308.99,310.2,30,1,1,1,308.96,310.25,80,500,2,1,308.95,310.29,16,19,1,2,308.94,310.3,2,9,2,1,AAPL
2026-06-01 09:30:00.087981768-04:00,2026-06-01 13:30:00.087807118+00:00,10,2,38,A,A,8,310.28,40,128,174650,49521728,309.2,309.88,5,30,3,1,309.15,309.94,50,16,1,1,309.07,309.98,1,39,1,1,309.05,310.1,10,5,1,1,309.03,310.17,200,30,1,1,309.0,310.19,859,300,32,1,308.99,310.2,30,1,1,1,308.96,310.25,80,500,2,1,308.95,310.28,16,40,1,1,308.94,310.29,2,19,2,2,AAPL
2026-06-01 09:30:00.088018332-04:00,2026-06-01 13:30:00.087844801+00:00,10,2,38,A,B,7,308.96,40,128,173531,49521765,309.2,309.88,5,30,3,1,309.15,309.94,50,16,1,1,309.07,309.98,1,39,1,1,309.05,310.1,10,5,1,1,309.03,310.17,200,30,1,1,309.0,310.19,859,300,32,1,308.99,310.2,30,1,1,1,308.96,310.25,120,500,3,1,308.95,310.28,16,40,1,1,308.94,310.29,2,19,2,2,AAPL
2026-06-01 09:30:00.092719483-04:00,2026-06-01 13:30:00.092544296+00:00,10,2,38,A,A,0,309.76,22,128,175187,49527350,309.2,309.76,5,22,3,1,309.15,309.88,50,30,1,1,309.07,309.94,1,16,1,1,309.05,309.98,10,39,1,1,309.03,310.1,200,5,1,1,309.0,310.17,859,30,32,1,308.99,310.19,30,300,1,1,308.96,310.2,120,1,3,1,308.95,310.25,16,500,1,1,308.94,310.28,2,40,2,1,AAPL
2026-06-01 09:30:00.101278605-04:00,2026-06-01 13:30:00.101104817+00:00,10,2,38,T,N,0,309.31,200,128,173788,49538791,309.2,309.76,5,22,3,1,309.15,309.88,50,30,1,1,309.07,309.94,1,16,1,1,309.05,309.98,10,39,1,1,309.03,310.1,200,5,1,1,309.0,310.17,859,30,32,1,308.99,310.19,30,300,1,1,308.96,310.2,120,1,3,1,308.95,310.25,16,500,1,1,308.94,310.28,2,40,2,1,AAPL
2026-06-01 09:30:00.101741622-04:00,2026-06-01 13:30:00.101567604+00:00,10,2,38,T,N,0,309.31,100,128,174018,49539461,309.2,309.76,5,22,3,1,309.15,309.88,50,30,1,1,309.07,309.94,1,16,1,1,309.05,309.98,10,39,1,1,309.03,310.1,200,5,1,1,309.0,310.17,859,30,32,1,308.99,310.19,30,300,1,1,308.96,310.2,120,1,3,1,308.95,310.25,16,500,1,1,308.94,310.28,2,40,2,1,AAPL
2026-06-01 09:30:00.109293272-04:00,2026-06-01 13:30:00.109125573+00:00,10,2,38,T,N,0,309.31,100,128,167699,49544896,309.2,309.76,5,22,3,1,309.15,309.88,50,30,1,1,309.07,309.94,1,16,1,1,309.05,309.98,10,39,1,1,309.03,310.1,200,5,1,1,309.0,310.17,859,30,32,1,308.99,310.19,30,300,1,1,308.96,310.2,120,1,3,1,308.95,310.25,16,500,1,1,308.94,310.28,2,40,2,1,AAPL
2026-06-01 09:30:00.114062951-04:00,2026-06-01 13:30:00.113892614+00:00,10,2,38,T,N,0,309.31,100,128,170337,49549866,309.2,309.76,5,22,3,1,309.15,309.88,50,30,1,1,309.07,309.94,1,16,1,1,309.05,309.98,10,39,1,1,309.03,310.1,200,5,1,1,309.0,310.17,859,30,32,1,308.99,310.19,30,300,1,1,308.96,310.2,120,1,3,1,308.95,310.25,16,500,1,1,308.94,310.28,2,40,2,1,AAPL
2026-06-01 09:30:00.124954462-04:00,2026-06-01 13:30:00.124776316+00:00,10,2,38,T,N,0,309.31,200,128,178146,49556722,309.2,309.76,5,22,3,1,309.15,309.88,50,30,1,1,309.07,309.94,1,16,1,1,309.05,309.98,10,39,1,1,309.03,310.1,200,5,1,1,309.0,310.17,859,30,32,1,308.99,310.19,30,300,1,1,308.96,310.2,120,1,3,1,308.95,310.25,16,500,1,1,308.94,310.28,2,40,2,1,AAPL
2026-06-01 09:30:00.125189704-04:00,2026-06-01 13:30:00.125015178+00:00,10,2,38,T,N,0,309.31,200,128,174526,49556936,309.2,309.76,5,22,3,1,309.15,309.88,50,30,1,1,309.07,309.94,1,16,1,1,309.05,309.98,10,39,1,1,309.03,310.1,200,5,1,1,309.0,310.17,859,30,32,1,308.99,310.19,30,300,1,1,308.96,310.2,120,1,3,1,308.95,310.25,16,500,1,1,308.94,310.28,2,40,2,1,AAPL
2026-06-01 09:30:00.125600794-04:00,2026-06-01 13:30:00.125421737+00:00,10,2,38,T,N,0,309.31,100,128,179057,49557324,309.2,309.76,5,22,3,1,309.15,309.88,50,30,1,1,309.07,309.94,1,16,1,1,309.05,309.98,10,39,1,1,309.03,310.1,200,5,1,1,309.0,310.17,859,30,32,1,308.99,310.19,30,300,1,1,308.96,310.2,120,1,3,1,308.95,310.25,16,500,1,1,308.94,310.28,2,40,2,1,AAPL
2026-06-01 09:30:00.136239342-04:00,2026-06-01 13:30:00.136065801+00:00,10,2,38,A,A,7,310.2,200,128,173541,49561525,309.2,309.76,5,22,3,1,309.15,309.88,50,30,1,1,309.07,309.94,1,16,1,1,309.05,309.98,10,39,1,1,309.03,310.1,200,5,1,1,309.0,310.17,859,30,32,1,308.99,310.19,30,300,1,1,308.96,310.2,120,201,3,2,308.95,310.25,16,500,1,1,308.94,310.28,2,40,2,1,AAPL
2026-06-01 09:30:00.136996625-04:00,2026-06-01 13:30:00.136793468+00:00,10,2,38,C,A,2,309.94,16,128,203157,49562185,309.2,309.76,5,22,3,1,309.15,309.88,50,30,1,1,309.07,309.98,1,39,1,1,309.05,310.1,10,5,1,1,309.03,310.17,200,30,1,1,309.0,310.19,859,300,32,1,308.99,310.2,30,201,1,2,308.96,310.25,120,500,3,1,308.95,310.28,16,40,1,1,308.94,310.29,2,19,2,2,AAPL
2026-06-01 09:30:00.138519003-04:00,2026-06-01 13:30:00.138345992+00:00,10,2,38,T,N,0,309.31,200,128,173011,49563881,309.2,309.76,5,22,3,1,309.15,309.88,50,30,1,1,309.07,309.98,1,39,1,1,309.05,310.1,10,5,1,1,309.03,310.17,200,30,1,1,309.0,310.19,859,300,32,1,308.99,310.2,30,201,1,2,308.96,310.25,120,500,3,1,308.95,310.28,16,40,1,1,308.94,310.29,2,19,2,2,AAPL
2026-06-01 09:30:00.139815971-04:00,2026-06-01 13:30:00.139642143+00:00,10,2,38,T,N,0,309.31,2911,0,173828,49565105,309.2,309.76,5,22,3,1,309.15,309.88,50,30,1,1,309.07,309.98,1,39,1,1,309.05,310.1,10,5,1,1,309.03,310.17,200,30,1,1,309.0,310.19,859,300,32,1,308.99,310.2,30,201,1,2,308.96,310.25,120,500,3,1,308.95,310.28,16,40,1,1,308.94,310.29,2,19,2,2,AAPL
2026-06-01 09:30:00.139815971-04:00,2026-06-01 13:30:00.139642143+00:00,10,2,38,T,N,0,309.37,3375,0,173828,49565106,309.2,309.76,5,22,3,1,309.15,309.88,50,30,1,1,309.07,309.98,1,39,1,1,309.05,310.1,10,5,1,1,309.03,310.17,200,30,1,1,309.0,310.19,859,300,32,1,308.99,310.2,30,201,1,2,308.96,310.25,120,500,3,1,308.95,310.28,16,40,1,1,308.94,310.29,2,19,2,2,AAPL
2026-06-01 09:30:00.139815971-04:00,2026-06-01 13:30:00.139642143+00:00,10,2,38,T,B,0,309.76,22,0,173828,49565107,309.2,309.76,5,22,3,1,309.15,309.88,50,30,1,1,309.07,309.98,1,39,1,1,309.05,310.1,10,5,1,1,309.03,310.17,200,30,1,1,309.0,310.19,859,300,32,1,308.99,310.2,30,201,1,2,308.96,310.25,120,500,3,1,308.95,310.28,16,40,1,1,308.94,310.29,2,19,2,2,AAPL
2026-06-01 09:30:00.139815971-04:00,2026-06-01 13:30:00.139642143+00:00,10,2,38,T,N,0,309.76,200,128,173828,49565108,309.2,309.88,5,30,3,1,309.15,309.98,50,39,1,1,309.07,310.1,1,5,1,1,309.05,310.17,10,30,1,1,309.03,310.19,200,300,1,1,309.0,310.2,859,201,32,2,308.99,310.25,30,500,1,1,308.96,310.28,120,40,3,1,308.95,310.29,16,19,1,2,308.94,310.3,2,9,2,1,AAPL
2026-06-01 09:30:00.141384872-04:00,2026-06-01 13:30:00.141214112+00:00,10,2,38,A,B,0,309.21,70,128,170760,49566900,309.21,309.88,70,30,1,1,309.2,309.98,5,39,3,1,309.15,310.1,50,5,1,1,309.07,310.17,1,30,1,1,309.05,310.19,10,300,1,1,309.03,310.2,200,201,1,2,309.0,310.25,859,500,32,1,308.99,310.28,30,40,1,1,308.96,310.29,120,19,3,2,308.95,310.3,16,9,1,1,AAPL
2026-06-01 09:30:00.142128566-04:00,2026-06-01 13:30:00.141953465+00:00,10,2,38,T,N,0,309.76,200,128,175101,49567963,309.21,309.88,70,30,1,1,309.2,309.98,5,39,3,1,309.15,310.1,50,5,1,1,309.07,310.17,1,30,1,1,309.05,310.19,10,300,1,1,309.03,310.2,200,201,1,2,309.0,310.25,859,500,32,1,308.99,310.28,30,40,1,1,308.96,310.29,120,19,3,2,308.95,310.3,16,9,1,1,AAPL
2026-06-01 09:30:00.142146368-04:00,2026-06-01 13:30:00.141972413+00:00,10,2,38,A,B,0,309.31,35,128,173955,49567987,309.31,309.88,35,30,1,1,309.21,309.98,70,39,1,1,309.2,310.1,5,5,3,1,309.15,310.17,50,30,1,1,309.07,310.19,1,300,1,1,309.05,310.2,10,201,1,2,309.03,310.25,200,500,1,1,309.0,310.28,859,40,32,1,308.99,310.29,30,19,1,2,308.96,310.3,120,9,3,1,AAPL
2026-06-01 09:30:00.142438293-04:00,2026-06-01 13:30:00.142266673+00:00,10,2,38,A,B,1,309.21,66,128,171620,49568419,309.31,309.88,35,30,1,1,309.21,309.98,136,39,2,1,309.2,310.1,5,5,3,1,309.15,310.17,50,30,1,1,309.07,310.19,1,300,1,1,309.05,310.2,10,201,1,2,309.03,310.25,200,500,1,1,309.0,310.28,859,40,32,1,308.99,310.29,30,19,1,2,308.96,310.3,120,9,3,1,AAPL
2026-06-01 09:30:00.144014502-04:00,2026-06-01 13:30:00.143842148+00:00,10,2,38,T,N,0,309.76,100,128,172354,49570596,309.31,309.88,35,30,1,1,309.21,309.98,136,39,2,1,309.2,310.1,5,5,3,1,309.15,310.17,50,30,1,1,309.07,310.19,1,300,1,1,309.05,310.2,10,201,1,2,309.03,310.25,200,500,1,1,309.0,310.28,859,40,32,1,308.99,310.29,30,19,1,2,308.96,310.3,120,9,3,1,AAPL
2026-06-01 09:30:00.145163153-04:00,2026-06-01 13:30:00.144990672+00:00,10,2,38,T,N,0,309.76,100,128,172481,49572336,309.31,309.88,35,30,1,1,309.21,309.98,136,39,2,1,309.2,310.1,5,5,3,1,309.15,310.17,50,30,1,1,309.07,310.19,1,300,1,1,309.05,310.2,10,201,1,2,309.03,310.25,200,500,1,1,309.0,310.28,859,40,32,1,308.99,310.29,30,19,1,2,308.96,310.3,120,9,3,1,AAPL
2026-06-01 09:30:00.145196916-04:00,2026-06-01 13:30:00.145024911+00:00,10,2,38,C,B,0,309.31,35,128,172005,49572381,309.21,309.88,136,30,2,1,309.2,309.98,5,39,3,1,309.15,310.1,50,5,1,1,309.07,310.17,1,30,1,1,309.05,310.19,10,300,1,1,309.03,310.2,200,201,1,2,309.0,310.25,859,500,32,1,308.99,310.28,30,40,1,1,308.96,310.29,120,19,3,2,308.95,310.3,16,9,1,1,AAPL
2026-06-01 09:30:00.147063625-04:00,2026-06-01 13:30:00.146893769+00:00,10,2,38,C,B,8,308.96,40,128,169856,49574956,309.21,309.88,136,30,2,1,309.2,309.98,5,39,3,1,309.15,310.1,50,5,1,1,309.07,310.17,1,30,1,1,309.05,310.19,10,300,1,1,309.03,310.2,200,201,1,2,309.0,310.25,859,500,32,1,308.99,310.28,30,40,1,1,308.96,310.29,80,19,2,2,308.95,310.3,16,9,1,1,AAPL
2026-06-01 09:30:00.147177716-04:00,2026-06-01 13:30:00.147005043+00:00,10,2,38,C,B,8,308.96,40,128,172673,49575079,309.21,309.88,136,30,2,1,309.2,309.98,5,39,3,1,309.15,310.1,50,5,1,1,309.07,310.17,1,30,1,1,309.05,310.19,10,300,1,1,309.03,310.2,200,201,1,2,309.0,310.25,859,500,32,1,308.99,310.28,30,40,1,1,308.96,310.29,40,19,1,2,308.95,310.3,16,9,1,1,AAPL
2026-06-01 09:30:00.147525526-04:00,2026-06-01 13:30:00.147350932+00:00,10,2,38,T,N,0,309.76,200,128,174594,49575551,309.21,309.88,136,30,2,1,309.2,309.98,5,39,3,1,309.15,310.1,50,5,1,1,309.07,310.17,1,30,1,1,309.05,310.19,10,300,1,1,309.03,310.2,200,201,1,2,309.0,310.25,859,500,32,1,308.99,310.28,30,40,1,1,308.96,310.29,40,19,1,2,308.95,310.3,16,9,1,1,AAPL
2026-06-01 09:30:00.148408222-04:00,2026-06-01 13:30:00.148234366+00:00,10,2,38,A,A,0,309.88,2500,128,173856,49576882,309.21,309.88,136,2530,2,2,309.2,309.98,5,39,3,1,309.15,310.1,50,5,1,1,309.07,310.17,1,30,1,1,309.05,310.19,10,300,1,1,309.03,310.2,200,201,1,2,309.0,310.25,859,500,32,1,308.99,310.28,30,40,1,1,308.96,310.29,40,19,1,2,308.95,310.3,16,9,1,1,AAPL
2026-06-01 09:30:00.148432409-04:00,2026-06-01 13:30:00.148259907+00:00,10,2,38,A,A,2,310.06,1300,128,172502,49576913,309.21,309.88,136,2530,2,2,309.2,309.98,5,39,3,1,309.15,310.06,50,1300,1,1,309.07,310.1,1,5,1,1,309.05,310.17,10,30,1,1,309.03,310.19,200,300,1,1,309.0,310.2,859,201,32,2,308.99,310.25,30,500,1,1,308.96,310.28,40,40,1,1,308.95,310.29,16,19,1,2,AAPL
2026-06-01 09:30:00.148441727-04:00,2026-06-01 13:30:00.148267982+00:00,10,2,38,A,A,7,310.24,1300,128,173745,49576927,309.21,309.88,136,2530,2,2,309.2,309.98,5,39,3,1,309.15,310.06,50,1300,1,1,309.07,310.1,1,5,1,1,309.05,310.17,10,30,1,1,309.03,310.19,200,300,1,1,309.0,310.2,859,201,32,2,308.99,310.24,30,1300,1,1,308.96,310.25,40,500,1,1,308.95,310.28,16,40,1,1,AAPL
2026-06-01 09:30:00.148624716-04:00,2026-06-01 13:30:00.148452443+00:00,10,2,38,T,N,0,309.76,100,128,172273,49577185,309.21,309.88,136,2530,2,2,309.2,309.98,5,39,3,1,309.15,310.06,50,1300,1,1,309.07,310.1,1,5,1,1,309.05,310.17,10,30,1,1,309.03,310.19,200,300,1,1,309.0,310.2,859,201,32,2,308.99,310.24,30,1300,1,1,308.96,310.25,40,500,1,1,308.95,310.28,16,40,1,1,AAPL
2026-06-01 09:30:00.150684340-04:00,2026-06-01 13:30:00.150510271+00:00,10,2,38,A,B,6,309.0,100,128,174069,49580232,309.21,309.88,136,2530,2,2,309.2,309.98,5,39,3,1,309.15,310.06,50,1300,1,1,309.07,310.1,1,5,1,1,309.05,310.17,10,30,1,1,309.03,310.19,200,300,1,1,309.0,310.2,959,201,33,2,308.99,310.24,30,1300,1,1,308.96,310.25,40,500,1,1,308.95,310.28,16,40,1,1,AAPL
2026-06-01 09:30:00.150791549-04:00,2026-06-01 13:30:00.150614970+00:00,10,2,38,C,B,0,309.21,70,128,176579,49580377,309.21,309.88,66,2530,1,2,309.2,309.98,5,39,3,1,309.15,310.06,50,1300,1,1,309.07,310.1,1,5,1,1,309.05,310.17,10,30,1,1,309.03,310.19,200,300,1,1,309.0,310.2,959,201,33,2,308.99,310.24,30,1300,1,1,308.96,310.25,40,500,1,1,308.95,310.28,16,40,1,1,AAPL
2026-06-01 09:30:00.150927898-04:00,2026-06-01 13:30:00.150755346+00:00,10,2,38,C,B,0,309.21,66,128,172552,49580619,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,5,1,1,309.03,310.17,200,30,1,1,309.0,310.19,959,300,33,1,308.99,310.2,30,201,1,2,308.96,310.24,40,1300,1,1,308.95,310.25,16,500,1,1,308.94,310.28,2,40,2,1,AAPL
2026-06-01 09:30:00.151669054-04:00,2026-06-01 13:30:00.151495946+00:00,10,2,38,T,N,0,309.76,100,128,173108,49581814,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,5,1,1,309.03,310.17,200,30,1,1,309.0,310.19,959,300,33,1,308.99,310.2,30,201,1,2,308.96,310.24,40,1300,1,1,308.95,310.25,16,500,1,1,308.94,310.28,2,40,2,1,AAPL
2026-06-01 09:30:00.152309075-04:00,2026-06-01 13:30:00.152135277+00:00,10,2,38,T,N,0,309.76,200,128,173798,49582861,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,5,1,1,309.03,310.17,200,30,1,1,309.0,310.19,959,300,33,1,308.99,310.2,30,201,1,2,308.96,310.24,40,1300,1,1,308.95,310.25,16,500,1,1,308.94,310.28,2,40,2,1,AAPL
2026-06-01 09:30:00.153871853-04:00,2026-06-01 13:30:00.153701935+00:00,10,2,38,T,N,0,309.76,100,128,169918,49585023,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,5,1,1,309.03,310.17,200,30,1,1,309.0,310.19,959,300,33,1,308.99,310.2,30,201,1,2,308.96,310.24,40,1300,1,1,308.95,310.25,16,500,1,1,308.94,310.28,2,40,2,1,AAPL
2026-06-01 09:30:00.155991913-04:00,2026-06-01 13:30:00.155818290+00:00,10,2,38,T,N,0,309.76,20,128,173623,49587513,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,5,1,1,309.03,310.17,200,30,1,1,309.0,310.19,959,300,33,1,308.99,310.2,30,201,1,2,308.96,310.24,40,1300,1,1,308.95,310.25,16,500,1,1,308.94,310.28,2,40,2,1,AAPL
2026-06-01 09:30:00.157104030-04:00,2026-06-01 13:30:00.156934126+00:00,10,2,38,T,N,0,309.76,100,128,169904,49588779,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,5,1,1,309.03,310.17,200,30,1,1,309.0,310.19,959,300,33,1,308.99,310.2,30,201,1,2,308.96,310.24,40,1300,1,1,308.95,310.25,16,500,1,1,308.94,310.28,2,40,2,1,AAPL
2026-06-01 09:30:00.157341770-04:00,2026-06-01 13:30:00.157170366+00:00,10,2,38,T,N,0,309.76,100,128,171404,49589020,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,5,1,1,309.03,310.17,200,30,1,1,309.0,310.19,959,300,33,1,308.99,310.2,30,201,1,2,308.96,310.24,40,1300,1,1,308.95,310.25,16,500,1,1,308.94,310.28,2,40,2,1,AAPL
2026-06-01 09:30:00.157352977-04:00,2026-06-01 13:30:00.157181452+00:00,10,2,38,T,N,0,309.76,200,128,171525,49589034,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,5,1,1,309.03,310.17,200,30,1,1,309.0,310.19,959,300,33,1,308.99,310.2,30,201,1,2,308.96,310.24,40,1300,1,1,308.95,310.25,16,500,1,1,308.94,310.28,2,40,2,1,AAPL
2026-06-01 09:30:00.158960801-04:00,2026-06-01 13:30:00.158792405+00:00,10,2,38,T,N,0,309.76,20,128,168396,49591009,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,5,1,1,309.03,310.17,200,30,1,1,309.0,310.19,959,300,33,1,308.99,310.2,30,201,1,2,308.96,310.24,40,1300,1,1,308.95,310.25,16,500,1,1,308.94,310.28,2,40,2,1,AAPL
2026-06-01 09:30:00.160004769-04:00,2026-06-01 13:30:00.159836749+00:00,10,2,38,T,N,0,309.76,29,128,168020,49591386,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,5,1,1,309.03,310.17,200,30,1,1,309.0,310.19,959,300,33,1,308.99,310.2,30,201,1,2,308.96,310.24,40,1300,1,1,308.95,310.25,16,500,1,1,308.94,310.28,2,40,2,1,AAPL
2026-06-01 09:30:00.164045041-04:00,2026-06-01 13:30:00.163871711+00:00,10,2,38,C,B,7,308.96,40,128,173330,49594670,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,5,1,1,309.03,310.17,200,30,1,1,309.0,310.19,959,300,33,1,308.99,310.2,30,201,1,2,308.95,310.24,16,1300,1,1,308.94,310.25,2,500,2,1,308.91,310.28,3,40,1,1,AAPL
2026-06-01 09:30:00.181340595-04:00,2026-06-01 13:30:00.181041514+00:00,10,2,38,C,B,5,309.0,100,128,299081,49608275,309.2,309.88,5,2530,3,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,5,1,1,309.03,310.17,200,30,1,1,309.0,310.19,859,300,32,1,308.99,310.2,30,201,1,2,308.95,310.24,16,1300,1,1,308.94,310.25,2,500,2,1,308.91,310.28,3,40,1,1,AAPL
2026-06-01 09:30:00.181347632-04:00,2026-06-01 13:30:00.181062898+00:00,10,2,38,A,B,0,309.2,100,128,284734,49608284,309.2,309.88,105,2530,4,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,5,1,1,309.03,310.17,200,30,1,1,309.0,310.19,859,300,32,1,308.99,310.2,30,201,1,2,308.95,310.24,16,1300,1,1,308.94,310.25,2,500,2,1,308.91,310.28,3,40,1,1,AAPL
2026-06-01 09:30:00.193397217-04:00,2026-06-01 13:30:00.193220108+00:00,10,2,38,A,B,7,308.97,40,128,177109,49614720,309.2,309.88,105,2530,4,2,309.15,309.98,50,39,1,1,309.07,310.06,1,1300,1,1,309.05,310.1,10,5,1,1,309.03,310.17,200,30,1,1,309.0,310.19,859,300,32,1,308.99,310.2,30,201,1,2,308.97,310.24,40,1300,1,1,308.95,310.25,16,500,1,1,308.94,310.28,2,40,2,1,AAPL
2026-06-01 09:30:00.201394493-04:00,2026-06-01 13:30:00.201224555+00:00,10,2,38,A,B,0,309.48,55,128,169938,49621698,309.48,309.88,55,2530,1,2,309.2,309.98,105,39,4,1,309.15,310.06,50,1300,1,1,309.07,310.1,1,5,1,1,309.05,310.17,10,30,1,1,309.03,310.19,200,300,1,1,309.0,310.2,859,201,32,2,308.99,310.24,30,1300,1,1,308.97,310.25,40,500,1,1,308.95,310.28,16,40,1,1,AAPL
2026-06-01 09:30:00.201416049-04:00,2026-06-01 13:30:00.201243052+00:00,10,2,38,A,B,1,309.31,55,128,172997,49621722,309.48,309.88,55,2530,1,2,309.31,309.98,55,39,1,1,309.2,310.06,105,1300,4,1,309.15,310.1,50,5,1,1,309.07,310.17,1,30,1,1,309.05,310.19,10,300,1,1,309.03,310.2,200,201,1,2,309.0,310.24,859,1300,32,1,308.99,310.25,30,500,1,1,308.97,310.28,40,40,1,1,AAPL
2026-06-01 09:30:00.201431960-04:00,2026-06-01 13:30:00.201259434+00:00,10,2,38,A,B,0,309.48,5,128,172526,49621751,309.48,309.88,60,2530,2,2,309.31,309.98,55,39,1,1,309.2,310.06,105,1300,4,1,309.15,310.1,50,5,1,1,309.07,310.17,1,30,1,1,309.05,310.19,10,300,1,1,309.03,310.2,200,201,1,2,309.0,310.24,859,1300,32,1,308.99,310.25,30,500,1,1,308.97,310.28,40,40,1,1,AAPL
2026-06-01 09:30:00.201492352-04:00,2026-06-01 13:30:00.201310996+00:00,10,2,38,A,B,1,309.31,1,128,181356,49621852,309.48,309.88,60,2530,2,2,309.31,309.98,56,39,2,1,309.2,310.06,105,1300,4,1,309.15,310.1,50,5,1,1,309.07,310.17,1,30,1,1,309.05,310.19,10,300,1,1,309.03,310.2,200,201,1,2,309.0,310.24,859,1300,32,1,308.99,310.25,30,500,1,1,308.97,310.28,40,40,1,1,AAPL
2026-06-01 09:30:00.201496979-04:00,2026-06-01 13:30:00.201312841+00:00,10,2,38,A,B,1,309.31,2,128,184138,49621856,309.48,309.88,60,2530,2,2,309.31,309.98,58,39,3,1,309.2,310.06,105,1300,4,1,309.15,310.1,50,5,1,1,309.07,310.17,1,30,1,1,309.05,310.19,10,300,1,1,309.03,310.2,200,201,1,2,309.0,310.24,859,1300,32,1,308.99,310.25,30,500,1,1,308.97,310.28,40,40,1,1,AAPL
2026-06-01 09:30:00.201504379-04:00,2026-06-01 13:30:00.201328760+00:00,10,2,38,A,B,2,309.21,100,128,175619,49621887,309.48,309.88,60,2530,2,2,309.31,309.98,58,39,3,1,309.21,310.06,100,1300,1,1,309.2,310.1,105,5,4,1,309.15,310.17,50,30,1,1,309.07,310.19,1,300,1,1,309.05,310.2,10,201,1,2,309.03,310.24,200,1300,1,1,309.0,310.25,859,500,32,1,308.99,310.28,30,40,1,1,AAPL
2026-06-01 09:30:00.202031659-04:00,2026-06-01 13:30:00.201858326+00:00,10,2,38,C,B,1,309.31,55,128,173333,49622688,309.48,309.88,60,2530,2,2,309.31,309.98,3,39,2,1,309.21,310.06,100,1300,1,1,309.2,310.1,105,5,4,1,309.15,310.17,50,30,1,1,309.07,310.19,1,300,1,1,309.05,310.2,10,201,1,2,309.03,310.24,200,1300,1,1,309.0,310.25,859,500,32,1,308.99,310.28,30,40,1,1,AAPL
2026-06-01 09:30:00.202045510-04:00,2026-06-01 13:30:00.201873391+00:00,10,2,38,C,B,0,309.48,5,128,172119,49622708,309.48,309.88,55,2530,1,2,309.31,309.98,3,39,2,1,309.21,310.06,100,1300,1,1,309.2,310.1,105,5,4,1,309.15,310.17,50,30,1,1,309.07,310.19,1,300,1,1,309.05,310.2,10,201,1,2,309.03,310.24,200,1300,1,1,309.0,310.25,859,500,32,1,308.99,310.28,30,40,1,1,AAPL
